2;3;CAMP-sUmp;CAMPus sustainable University mobility plans in MED areas;CAMP-sUmp aims to improve sustainable urban mobility planning instruments as SUMP (Sustainable Urban Mobility Plan), through innovative mobility strategies for students' flows inside the MED Area University Campus and their integration with the urban areas. In fact in MED Area, Campus are strong interrelated to their urban context and they suffer from a big pressure caused by students' mobility flows and activities. There are different levels of state of the art in SUMPs in MED area and they often do not take into account the integration with University Campus mobility. The Action Plan for Campus sustainable University mobility plans (CAMP-sUmp) will contribute to plug a gap due to the congestion caused by private cars in University wider area and the low use of public transport by students. The Action Plan will be based on a framework analysis, a Road Map Model for decision makers and on ICT model and instruments that will improve the capacity of decision makers and university mobility managers to plan the best sustainable mobility solution in University Campus. The approach starts from the capitalization of each partner's experience on students mobility and on existing SUMPs, in order to have a transnational representative panel within MED area, and will apply multi-criteria methods, evaluation of alternatives, ICT solutions, combined in the most effective policies and instruments of sustainable mobility, to develop a long-term strategy for students' mobility in MED area.;Magna Graecia Foundation Catanzaro University;ITALY;88100;1st call;01/11/2016;30/04/2018;Studying;463.377,50;0,00;545.150,00;85%;Urban Transports
3;1;CASTWATER;Coastal areas sustainable tourism water management in the Mediterranean;"CASTWATER is the first MED project to support sustainable tourism policies & practices on water efficiency in coastal areas. The transnational challenge is to reduce the impact of tourism activities on environmental heritage and to improve management of water resources. The project's overall objective is to support sustainable tourism water management in MED coastal areas, by improving the monitoring and assessment of the water sustainability performance of the tourism sector. CASTWATER follows a studying, testing and transferring approach of transnational cooperation, involving public authorities, tourism enterprises, and relevant agencies and stakeholders. The main outputs:  1 ñ Promotion of widespread uptake of water sustainability indicators & evaluation criteria to measure the tourism sector performance in water efficiency;  2 ñ Development, validation, pilot testing and evaluation of an online tool for SMEs to monitor, compare and self-assess water efficiency status & efforts, and for public authorities to identify issues, and assess the overall situation of their territories;  3 ñ Transferable learning & knowledge resources, and local workshops for public authorities staff on sustainable tourism water management.  4 ñ Transferability and action plans for public authorities to support the policy integration of sustainable tourism water management approaches into policies and measures, and for enterprises to integrate best practices in their day-to-day operations.";MUNICIPALITY OF RETHYMNO;GREECE;74132;1st call;01/11/2016;31/10/2019;Studying and Testing;2.029.899,12;0,00;2.388.116,60;85%;Sustainable Tourism
2;1;CESBA MED;CESBA MED Sustainable MED Cities;Energy efficiency improvement is a key strategy to reduce the environmental impact of public buildings. But usually energy efficiency plans do not fully exploit the potential for synergies that groups of buildings might offer. Energy efficient measures and their implementation at neighbourhood level (i.e. district heating, PV installations, etc) are showing  clearly that a building scale approach is not optimal in reaching significant and cost-effective improvements. However at neighbourhood scale, decision making processes and the design of the intervention are more complex. Many EU  projects  addressed this issue proposing different methodologies, tools and indicators. CESBA MED intends to test 10 of them and to select the most affordable and operational solutions. On the base of the test results' evaluation, a common sustainability assessment framework at urban scale, a set of 8 regional assessment tools (CESBA MED SNTool) and an innovative decision making process will be defined to support the development of energy efficiency plans for public buildings in the context of their surrounding neighbourhoods. CESBA SNTool will  allow to produce the  MED Passport to compare the performances of buildings and neighbourhoods, in line with the EC COM 2014 445. A CESBA MED network of cities will be set up to maximise results' transferability. Training courses and workshops will be organized in the MED area. The project will be part of the European CESBA initiative.;City of Torino;ITALY;10122;1st call;01/11/2016;31/10/2019;Testing and Capitalising;2.711.818,75;0,00;3.190.375,00;85%;Efficient Buildings
1;1;Chebec;Hacking the Mediterranean economy through the Creative and Cultural sector;Chebec - Hacking the Mediterranean economy through the Creative and Cultural Sector sector is a 30 months project (Module 2) that gathers 10 full and 5 associate partners from France, Italy, Malta, Portugal, Spain and from the Balkans - Bosnia and Herzegovina and Serbia.  Chebec approach takes inspiration from the fastest boats of the XVIII century used by traders, but also corsairs and pirates for explore, exchange, connect and reinvigorate the MED economy.  Chebec tackles CCI main challenge in the Mediterranean: support CCIs access to new markets while keeping their own identity, with the final aim to favor MED clusters attractiveness for creative people. Chebec will experiment an integrated support program for companies and professionals, developing international competences and contacts. The program will include training, consultancy, mobility actions, matching events and an innovation voucher scheme to concretely favour transregional collaborations. Competence building activities will be realised also for policy makers and support organisations to improve the effectiveness of their actions. Outputs will be analysed and transferred at regional levels matching S3 priorities, to ensure Chebec findings last in the long run. Partners are organizations coming from MED regions with relevant CCI clusters, with integrated profiles - public authorities, intermediary organizations, Universities and NGOs - wide experience, solid relations with their regional players and EU networks.;ASTER S.Cons.p.A.;ITALY;40129;2nd call;01/02/2018;31/07/2020;Testing;1.593.129,50;116.450,00;2.011.270,00;85%;Social and Creative
1;1;ChIMERA;Innovative cultural and creative clusters in the MED area;"Cultural and creative industries (CCIs) represent highly innovative SMEs. For participating regions CCIs are a strategic sector of development as underlined in their RIS3s, but this potential is hampered by a gap of information on CCI local environment, innovation and market barriers and a lack of tailored support to stimulate innovation, internationalisation and cross fertilization. ChIMERAís main objective is to improve innovation capacities of CCIsí public and private actors, through strengthened cooperation among companies, research bodies, public authorities and civil society. Thanks to ChIMERA, CCIs key actors will improve their innovation capacities, regions will strengthen innovative CCIs clusters, cooperating in a transnational network, clusters members will benefit of tailored services to meet innovation needs and regions will concretely pursue innovation strategies on CCIs.  Main outputs: 10 Strategic action plans; 1 transnational operational to develop innovative CCIs clusters;  10 clusters business plans;  12 internationalisation services to fill CCIs innovation gaps; 20 financial tools; 10 innovation projects. Regional and local authorities, research&education centres, SMEs, CCIs clusters, investors, civil society are output end users. ChIMERA follows an integrated approach to support RIS3s and development of CCIs clusters. The transnational approach is necessary to find synergies among regional CCIs specialisations and to promote internationalisation of CCIs innovative clusters.";Autonomous Region Friuli Venezia Giulia;ITALY;34121;1st call;01/11/2016;30/04/2019;Studying and Testing;1.969.638,70;80.838,40;2.412.326,00;85%;Social and Creative
3;1;COASTING;Coastal INtegrated Governance for Sustainable Tourism;COASTING is a capitalisation project based on the ICZM principles application, aiming at enhancing the effectiveness of a multilevel governance tool like Coast Contract, fully framing coastal management and tourism sustainability issues.  COASTING transnational partnership will activate synergies and cooperation to share specific solutions for an integrated and responsible management of coastal areas, particularly invested by tourism criticalities.  The partnership will capitalise on previous experiences related sustainable development and landscape recovery so that a new shared methodology will be able to enhance the governance tool (i.e Marseille Bay Contract) with activities focused on tourism qualification and sustainability.  The improved governance tool is the common output of the project  during the capitalisation process the partnership will reach advanced results developing strategies or action plans in each specific regional context, while mainstreaming the defined methodology with local stakeholders.  The participative approach is the main project's character both at transnational and local level. The transnational partnership will overcome common challenges related coastal areas while the stakeholders involvement will introduce specific contextual issues referred to tourism enhancement and sustainability at the regional/local level. The validated methodology will be useful for future transferring activity and institutional uptake in the Mediterranean area and EU.;Andalusian Federation of Towns and Provinces;SPAIN;41018;2nd call;01/02/2018;31/07/2019;Capitalising;829.194,13;67.226,50;1.054.612,50;85%;Sustainable Tourism
1;1;Co-Create;Setting up a network of COmpetitive MED Clusters with the contribution of CREATive industriEs;Mechanics, building and furniture are traditional MED sectors with a great impact in terms of GDP and employability.These sectors,often clusters,are suffering a lack of innovation able to strengthen their competitiveness in domestic and international markets. The competition from others countries is strong and social trends required new solution: innovation is necessary to win competitors. Actually, the generation of ideas for new products and services according to social and technological trends is one of the main challenge for these clusters. Co-Create objective is to support cross-fertilization processes between creative industries and traditional clusters contributing to test co-design and creative methods applied to entrepreneurs and clusters managers with the support of IPR instruments for their management. The project will promote the cooperation with new methodologies and tools addressed to clusters managers, SMEs and policy makers. Main outputs will be a cross-fertilization toolkit as instrument to favour innovation of Clusters and SMEs, 380 SMEs supported on innovative projects, the setting up of a transnational innovation network between traditional and creative industries and a Manifesto, to promote cross fertilization and to enlarge the network. Co-Create will also contribute to the development at MED level of  more competitive clusters through the elaboration of a cross fertilization methodology and toolkit to  support and manage cross-clusters initiatives;CHAMBER OF COMMERCE, INDUSTRY, CRAFTS AND AGRICULTURE OF VENICE ROVIGO DELTA - LAGUNARE;ITALY;30124;1st call;01/11/2016;31/10/2019;Testing and Capitalising;2.305.043,03;0,00;2.711.815,33;85%;Social and Creative
3;1;CO-EVOLVE;Promoting the co-evolution of human activities and natural systems for the development of sustainable coastal and maritime tourism;CO-EVOLVE aims at analyzing and promoting the co-evolution of human activities and natural systems in touristic coastal areas, allowing sustainable development of touristic activities based on the principles of ICZM/MSP. CO-EVOLVE couples a presently unavailable analysis at MED scale of threats and enabling factors for sustainable tourism with local studies on representative Pilot Areas, to demonstrate through pilot actions the feasibility and effectiveness of a ICZM/MSP-based planning process. The coherence and cross-fertilization between the two analysis should produce wide and long-lasting results. On one side, they will promote the development of policies and increase the coordination of strategies between territories at interregional and transnational level, addressing the sound use of national and EU funds. On the other end, they will produce concrete actions affecting the life of coastal communities living on tourism, promoting robust and transparent decision-making processes. Such actions will be systemic, ecosystem-based and dynamic, taking into account future scenarios of natural (i.e. climate change) and anthropogenic changes. This dynamic concept and perspective is the trademark of CO-EVOLVE. CO-EVOLVE recognizes as a key challenge for sustainable coastal and maritime tourism development the strengthening of cooperation among regions and the joint development and transferring of approaches, tools, guidelines and best practices.;Region of East Macedonia and Thrace (REMTH) - Regional Development Fund;GREECE;69100;1st call;01/11/2016;31/10/2019;Studying and Testing;2.550.000,00;0,00;3.000.000,00;85%;Sustainable Tourism
2;2;COMPOSE;Rural Communities engaged with positive energy.;The inclusion of RES into energy mix of a certain area, region or state at policy level is not enough. The use of RES potential should be the horizontal principle of any development planning supported by EE measures  much like the environmental impact assessment has become a standard for any major development project.The increase of RES in energy mix will happen if it has strong social acceptance, showing clear socio-economic benefits for the area and is sustainable. This calls for a different approach to development planning with RES and EE at the core of any business planning and a way of translation of local (regional, state) vision into concrete development opportunities. In order to highlight different obstacles to RES planning and provide measures to overcome them complementary pilot actions in different countries will be implemented to tackle obstacles for the social acceptance of RES, and for the local development planning, development of local business according to new business models with RES at the core.Results will upgrade existing methods and approaches to RES planning to make a simple and comprehensive model called: COMPOSE - model for RES development planning.It will promote this concept to decision makers at different levels and also provide a concrete training for experts dealing with development planning on a daily basis.A policy paper to mainstream the results and a Memorandum of understanding will be delivered as part of the sustainability of the project.;Slovene Chamber of Agriculture and Forestry - Institute of Agriculture and Forestry Maribor;SLOVENIA;2000;1st call;01/11/2016;31/10/2019;Testing and Capitalising;1.905.580,17;262.977,25;2.551.244,00;85%;Renewable Energy
3;2;ConFish;Connectivity among Mediterranean fishery stakeholders and scientists resolves connectivity of fishery populations;In this era of fast global change, defining connectivity and adaptive potential of exploited marine stocks while estimating social impacts of change to the livelihood of those who directly exploit the resource are challenging but key requirements towards sustainability of fisheries. Yet, these three levels of information are not captured by traditional management practices: boundaries of stocks are perceived as static, stocks are considered as non-evolving units, and local stakeholders are seldom accounted for at the decision-making level. Here, we create a Mediterranean-based network that includes local stakeholders, social scientists and fisheries scientists, to deliver a framework that will refine the efficiency of fisheries management. The project includes cutting edge genomics techniques - that provide high resolution insights in the connectivity and adaptation - and local stakeholder involvement through all the phases of the framework - to promote the capacity building and knowledge transfer between fishermen and scientists. The concept will be backed-up by a strong social component that will act as a vehicle to bridge and disseminate. This bottom-up approach to fisheries management will permit identification of fishery areas that are critical to preserve, both from a scientific and from a social perspective (local populations), extensively contributing to the sustainability of Mediterranean fisheries.;Faculty of Science, University of Zagreb;CROATIA;10000;1st call;01/11/2016;31/07/2018;Studying;477.357,03;0,00;561.596,51;85%;Biodiversity Protection
3;1;CONSUME-LESS;Consume Less in Mediterranean Touristic Communities;"Most of the coastal cities in the MED area are interested by high touristic flows. This creates relevant  economic and employment opportunities, but generates at the same time negative externalities that threaten the preservation of those ecosystem services that ensure tourism attractiveness. The development of a sustainable tourism in coastal cities is thus a strategic issue in the MED area.  The CONSUME-LESS project faces this issue by demonstrating the effectiveness of a sustainable tourism model based on the qualification of the coastal cities as ""consume-less""ù locations and on the enhancement of this peculiarity through an innovative communication and territorial marketing campaign, both implemented by directly involving all interested actors (local authorities, tourism operators and service providers, tourists).  This will bring multiple benefits, that will be carefully monitored and accounted for through the use of a suitable set of indicators, based on the European Tourism Indicators System. Expected benefits are the reduction in water and energy consumption and waste generation, the enhancement of local products and natural resources, the increase in tourism flows and in tourists awareness on the importance of adopting environmentally sound lifestyles.  The transnational approach is fundamental in the project, as it allows to test the effectiveness of the consume-less model in different contexts, thus enabling the assessment of its wide replicability in the MED area.";Energy and Water Agency;MALTA;9065;1st call;01/11/2016;31/10/2019;Testing and Capitalising;1.981.250,00;159.800,00;2.635.000,00;81%;Sustainable Tourism
1;1;COWORKMed;Social Innovation Research On Coworking Clusters;Innovation is a territorial cooperation process involving different categories of stakeholders for the designing of new products and services. Innovation may therefore be considered as a response to the economic crisis. In many Mediterranean territories, independent workers sharing offices are increasingly co-designing innovative products with an observed high level of competitiveness and sustainability. Hence, addressing the  innovation gap  that characterizes Mediterranean territories, COWORKMed  will develop a new model of entrepreneurship and social innovation by favouring cooperation and operational bridging between public actors, universities, training centres and  mainstream  clusters together with civil society. COWORKMed will promote co-working processes and their transnational organization as a lever of social innovation in Mediterranean. Indeed, innovative products emerging from the cooperation of independent workers sharing offices could benefit more and better to  mainstream  clusters. Optimizing this contribution could also allow the transnational activity of key clusters through the implementation of a mobility scheme connecting ideas and people from co-working areas of the MED metropolitan areas. In order to assess the qualitative and quantitative potential of such synergies, COWORKMed will gather a multidisciplinary and pluralistic partnership able to carry out a study that could pave the way to future testing activities.;Agency for Sustainable Mediterranean Cities and Territories;FRANCE;13002;1st call;01/11/2016;30/04/2018;Studying;509.976,63;0,00;599.972,50;85%;Social and Creative
1;1;CreaInnovation;CreaInnovation;In the EC MED strategic framework SMEs play a critical role in innovation and sustainable development in the Green sector. By adopting a ëcreative entrepreneurshipí approach to sustainable innovation, SMEs can tackle, cost effectively, many of the challenges faced in growing their business. Creativity, stimulated and developed through specific methods and processes, and the management of innovation are considered important factors for development processes, balanced growth and strengthening of a companyís profile. Mediterranean SMEs, often lacking in innovation capabilities, must be provided with the necessary creativity tools and practices. As systemic creativity support is a prerequisite for innovation development, the project will design, launch and test e-Labs for Creative Innovation engaging regional and transnational public entities, students, researchers and managers, designing and testing structured processes for new innovation supporting politics. In the e-Labs (CIeL) SMEs and public organizations will generate sustainable innovation ideas with flexible and innovative tools fostering their creativity and innovation. Managing creativity successfully will help organizations to tap into hidden capacity for growth and improved competitiveness. Since SMEs participate less in formal training and education, through CIeL, the project aims at overcoming these barriers so for these SME to experience a new way that drives their innovation processes on MED networking as well.;Chamber of Commerce of Viterbo;ITALY;1100;2nd call;01/02/2018;31/07/2020;Testing;1.182.477,50;200.855,00;1.627.450,00;85%;Green Growth
1;1;CreativeWear;Creative Clothing for the Mediterranean Space;CreativeWear revitalizes the crisis-ridden Textile & Clothing (T&C) sector through a new attention to creativity, personalised design, and artisan and small-scale production for territorially specific value chains in customer-driven business models. CreativeWear extends the on-going H2020 TCBL project (which complements techno-industrial with social innovation to return 5% of capacity to Europe and attain a 20% reduction in environmental impact by 2025) to creative clusters in the MED space, integrating them into the broader TCBL ecosystem. CreativeWear aims both to recover and valorise the design heritage and tacit ìmakingî knowledge of T&C in Mediterranean cultures (MED-Texmedin) and to bring new energy to creative T&C clusters by reinforcing their creativity-based innovation capacity and integrating their activity into emergent transnational value chains (CreativeMED).  CreativeWear tests adaptation of the TCBL network model (which couples Design, Making, and Place Labs with Business Pilots in innovative value chain scenarios) to existing creative clusters such as museums, creative hubs, fashion schools, design centres, volunteer organisations, etc. Testing in CreativeWear unfolds across months 15-42 of the 48-month H2020-TCBL project, perfectly aligning the development of the complementary approaches. The transferrable CreativeWear model thus allows for greater coherence with ERDF and ESF policy frameworks in different national and regional contexts.;Municipality of Prato;ITALY;59100;1st call;01/11/2016;28/02/2019;Testing;1.887.892,50;0,00;2.221.050,00;85%;Social and Creative
